employee_number,gender,birth_year,age,marital_status,dist_home,job_title,department,terminated,year_at_comp,year_current_role,standard_hours,remote,business_travel,over_time,job_level,stock_opt_level,traning_times_last_year,perf_rate,year_last_promotion,year_current_mngr,education_field,education_scale,annual_salary,monthly_income,daily_rate,hourly_rate,monthly_rate,perc_salary_hike,env_sat_rate,job_involvement,job_sat_rate,relationship_sat_rate,work_life_balance,num_comp_worked,tot_working_year
1216,1,1985,38,Married,2,Laboratory Technician,Research & Development,No,6,,Part Time,0,travel_frequently,,1,1,4,"3,0",0,5,Medical,2,24680.0,2059.72,254.63492063492063,31.82936507936508,"5347,33$",14,3,2,2,2,"2,0",4,"9,0"
1217,0,1977,46,,2,Research Director,,No,2,,Full Time,1,travel_rarely,,5,1,3,"3,0",2,2,,4,191324.62,15943.72,1973.9841269841268,246.74801587301585,"41453,67$",17,3,3,4,3,"3,0",7,"24,0"
1218,0,1989,34,,9,Laboratory Technician,,Yes,7,,Part Time,False,travel_frequently,,2,1,3,"3,0",0,7,Life Sciences,4,53914.11,4492.84,556.2566609977324,,"11681,39$",17,4,3,1,3,"2,0",4,
1219,0,1984,39,,20,Sales Executive,,No,2,,Part Time,0,,,2,1,6,"3,0",2,2,Life Sciences,3,41270.0,3439.17,425.8015873015873,,"8941,83$",18,3,3,4,4,"3,0",2,"7,0"
1220,1,1997,26,Married,20,Human Resources,Human Resources,Yes,5,,Part Time,Yes,travel_rarely,Yes,1,0,3,"3,0",1,4,,2,21480.0,1790.0,221.6190476190476,27.70238095238096,"4654,00$",11,4,3,2,3,"3,0",0,"6,0"
1221,1,1969,54,Married,7,Research Scientist,,No,7,,,False,travel_rarely,No,2,1,2,"3,0",1,7,Medical,4,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",15,4,3,4,2,"2,0",4,"14,0"
1222,0,1987,36,,2,Human Resources,['Human Resources'],No,10,,Part Time,True,travel_frequently,No,2,0,2,"4,0",0,8,,1,38860.0,3269.72,400.936507936508,50.11706349206349,"8419,67$",21,2,2,4,4,"2,0",1,"10,0"
1223,1,1991,32,,5,Research Scientist,Research & Development,Yes,4,,Part Time,0,travel_frequently,Yes,1,0,2,"3,0",0,3,,2,28111.13,2342.59,290.03550973654063,,"6090,75$",14,1,4,3,1,"3,0",3,"8,0"
1224,1,1991,32,,15,Healthcare Representative,,No,5,,,Yes,,No,2,1,6,"3,0",1,2,,4,66763.33333333333,5555.83,687.8650793650794,,"14445,17$",18,3,3,4,2,"3,0",5,"9,0"
1225,0,1995,28,,17,Laboratory Technician,Research & Development,Yes,4,,Part Time,Yes,,No,1,1,2,"3,0",0,3,,3,28111.13,2342.59,290.03550973654063,,"6090,75$",12,3,2,4,1,"2,0",5,
1226,0,1990,33,Divorced,1,Laboratory Technician,,No,1,,,0,,,1,3,2,"3,0",0,0,Medical,2,28111.13,2342.59,290.03550973654063,,"6090,75$",12,2,2,3,3,"2,0",1,
1227,0,1986,37,Single,2,Laboratory Technician,,Yes,0,,,True,travel_rarely,Yes,1,0,3,"3,0",0,0,,2,20900.0,1753.33,215.63492063492063,,"4528,33$",15,4,2,3,2,"3,0",6,"7,0"
1228,1,1964,59,,3,Laboratory Technician,,No,1,,,True,travel_rarely,,1,3,3,,0,0,Medical,3,28111.13,2342.59,290.03550973654063,,"6090,75$",20,3,4,1,1,"2,0",4,"12,0"
1229,0,1993,30,Divorced,24,Laboratory Technician,,No,1,,,True,travel_rarely,,1,1,2,"4,0",0,0,Life Sciences,1,28111.13,2342.59,290.03550973654063,,"6090,75$",22,4,3,3,2,"3,0",1,"1,0"
1230,0,2001,22,,16,Laboratory Technician,,No,1,,,False,,Yes,1,2,2,"3,0",0,0,,2,28111.13,2342.59,290.03550973654063,,"6090,75$",13,4,4,4,2,"2,0",1,
1231,0,2002,21,Single,15,Research Scientist,,No,0,,Part Time,Yes,travel_rarely,No,1,0,6,"3,0",0,0,,2,28111.13,2342.59,290.03550973654063,,"6090,75$",14,3,3,4,4,"3,0",1,"0,0"
1232,0,1993,30,,9,Laboratory Technician,,No,10,,Part Time,0,travel_rarely,,1,0,5,"3,0",1,8,Medical,2,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",13,4,2,3,1,"3,0",1,"10,0"
1233,0,1984,39,Married,-18,Sales Representative,,Yes,1,,Part Time,True,travel_rarely,No,2,1,6,"3,0",0,0,Technical Degree,3,20860.0,1753.33,215.2222222222222,,"4519,67$",14,18,3,4,3,"4,0",3,"19,0"
1234,0,1999,24,,1,Research Scientist,,Yes,2,,Part Time,False,travel_rarely,Yes,1,1,2,"3,0",2,0,,3,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",16,2,3,4,1,,2,"6,0"
1235,0,1988,35,Divorced,4,Laboratory Technician,Research & Development,No,1,,Part Time,1,,,1,1,3,"3,0",0,0,Other,2,19510.0,1682.2233333333334,201.2936507936508,,"4227,17$",12,3,3,4,3,"3,0",1,"1,0"
1236,1,1996,27,Divorced,2,Laboratory Technician,,No,1,,Part Time,False,,,1,1,6,"3,0",0,0,Life Sciences,4,28111.13,2342.59,290.03550973654063,,"6090,75$",13,4,3,1,4,"3,0",1,
1237,0,1997,26,Single,25,Laboratory Technician,,Yes,1,,,0,,,1,0,2,"3,0",0,1,Life Sciences,3,28111.13,2342.59,290.03550973654063,,"6090,75$",12,1,1,3,3,"2,0",1,"1,0"
1238,0,1986,37,Married,-24,Research Scientist,Research & Development,No,1,,Full Time,0,,No,1,0,1,"4,0",0,0,Life Sciences,2,30220.0,2540.28,311.79365079365084,,"6547,67$",21,2,3,2,1,"3,0",4,"8,0"
1239,0,1988,35,,-46,Laboratory Technician,,No,1,,,True,,No,1,0,2,,0,1,,1,28111.13,2342.59,290.03550973654063,,"6090,75$",19,46,4,4,4,"3,0",1,"1,0"
1240,0,1975,48,,1,Laboratory Technician,,Yes,1,,Part Time,False,,,3,0,2,"3,0",0,0,,2,100071.84,8339.32,1032.4872861766066,,"21682,23$",13,1,2,3,4,"3,0",9,
1241,0,1988,35,Married,11,Healthcare Representative,,No,4,,Part Time,True,non-travel,Yes,3,1,3,"3,0",2,3,Medical,2,100071.84,8339.32,1032.4872861766066,,"21682,23$",13,3,2,1,3,"3,0",2,"10,0"
1242,1,1968,55,Divorced,8,Manager,,No,5,,Full Time,Yes,travel_rarely,Yes,4,3,2,"3,0",0,2,,3,153407.07,12783.92,1582.7713464696226,197.8464183087028,"33238,20$",14,4,3,3,3,"3,0",2,"21,0"
1243,0,1978,45,,7,Research Scientist,,No,1,,Part Time,Yes,,No,3,1,2,"3,0",0,0,Life Sciences,3,97240.0,8103.33,1003.2698412698412,,"21068,67$",17,2,3,1,3,"3,0",2,
1244,0,1987,36,,9,Research Scientist,,Yes,1,,Full Time,True,,,1,1,0,"3,0",0,0,Medical,3,33880.0,2823.33,349.5555555555556,43.69444444444445,"7340,67$",17,4,2,3,1,"2,0",0,
1245,1,1987,36,,6,Laboratory Technician,Research & Development,No,1,,,1,travel_rarely,No,1,0,3,"3,0",0,0,Life Sciences,3,30370.0,2531.67,313.44444444444446,,"6582,33$",12,2,4,4,2,"3,0",3,
1246,0,1978,45,,6,Research Director,Research & Development,No,0,,Part Time,0,travel_rarely,Yes,3,0,3,"3,0",0,0,Other,4,100071.84,8339.32,1032.4872861766066,,"21682,23$",14,4,3,1,2,"4,0",4,
1247,0,1968,55,Married,1,Sales Executive,,No,1,,,Yes,,,3,1,4,"3,0",1,0,,2,100071.84000000001,8339.32,1032.4872861766066,,"21682,23$",14,1,3,4,4,"3,0",3,
1248,0,2000,23,Divorced,2,Sales Representative,,No,0,,Part Time,0,,No,1,1,3,"3,0",0,0,Technical Degree,1,23220.0,1935.0,239.57142857142856,,"5031,00$",13,3,3,1,3,"3,0",3,
1249,0,1991,32,Single,1,Research Scientist,,No,1,,Part Time,Yes,travel_rarely,No,1,0,2,"3,0",0,0,Life Sciences,1,28111.13,2342.59,290.03550973654063,,"6090,75$",13,4,3,1,4,"3,0",1,
1250,1,2003,20,Single,6,Laboratory Technician,Research & Development,Yes,1,,,False,,Yes,1,0,5,,1,0,Life Sciences,3,29246.666666666668,2438.33,301.8888888888889,,"6339,67$",18,4,2,4,2,"3,0",1,
1251,0,1986,37,Divorced,2,Healthcare Representative,,No,1,,Part Time,0,,No,2,1,2,"3,0",0,0,Life Sciences,2,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",14,3,2,4,4,"4,0",5,"17,0"
1252,1,2001,22,Single,15,Laboratory Technician,Research & Development,No,0,,Part Time,False,,No,1,0,5,"3,0",0,0,,3,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",15,2,3,4,3,"3,0",1,
1253,1,1989,34,,-24,Research Scientist,,No,1,,Part Time,True,,,2,1,3,"3,0",0,0,Life Sciences,4,45050.0,3754.17,464.8015873015873,58.10019841269841,"9760,83$",15,24,2,2,3,"3,0",6,
1254,1,1987,36,Divorced,3,Laboratory Technician,,No,1,,Full Time,0,,,1,1,2,"4,0",0,0,Life Sciences,2,28350.0,2370.8333333333335,292.5,,"6142,50$",22,1,3,4,1,"3,0",5,
1255,0,2004,19,Single,22,Sales Representative,Sales,Yes,0,,Part Time,Yes,travel_rarely,Yes,1,0,2,"3,0",0,0,Marketing,1,28111.13,2342.59,290.03550973654063,,"6090,75$",19,4,3,3,4,"2,0",1,"0,0"
1256,0,1982,41,,9,Laboratory Technician,,No,5,,Part Time,True,,,1,1,2,"4,0",1,4,Life Sciences,4,28111.13,2342.59,290.03550973654063,,"6090,75$",21,3,3,1,4,"3,0",2,"7,0"
1257,1,2004,19,Single,-18,Laboratory Technician,,No,1,,Part Time,0,,No,1,0,3,,0,0,,1,28111.13,2342.59,290.03550973654063,,"6090,75$",14,2,3,2,4,"3,0",1,"1,0"
1258,0,1972,51,Married,7,Manufacturing Director,,No,1,,,Yes,,No,2,0,2,"3,0",0,0,,4,53914.11,4492.84,556.2566609977324,,"11681,39$",17,2,2,3,3,"3,0",2,"10,0"
1259,1,1965,58,Married,9,Research Scientist,,No,1,,Part Time,0,,Yes,1,1,3,"4,0",0,0,,3,28111.13,2342.59,290.03550973654063,,"6090,75$",20,2,2,2,2,"2,0",4,"9,0"
1260,1,2004,19,,1,Sales Representative,,Yes,0,,Part Time,Yes,travel_frequently,No,1,0,5,"4,0",0,0,,1,28111.13,2342.59,290.03550973654063,,"6090,75$",21,3,1,1,1,,0,"1,0"
1261,0,2004,19,Single,2,Laboratory Technician,,Yes,1,,Part Time,Yes,travel_rarely,,1,0,3,"4,0",1,0,Life Sciences,3,28111.13,2342.59,290.03550973654063,,"6090,75$",22,2,2,4,3,"2,0",1,"1,0"
1262,0,1988,35,,23,Manufacturing Director,,Yes,1,,Part Time,True,travel_rarely,Yes,2,0,1,"3,0",0,1,,2,53914.11,4492.84,556.2566609977324,,"11681,39$",13,2,2,3,1,"3,0",3,"8,0"
1263,0,1985,38,,-38,Manufacturing Director,,No,1,,Full Time,False,travel_rarely,,2,0,3,"3,0",0,0,,4,65530.0,5430.833333333333,676.1031746031746,,"14198,17$",14,4,3,3,2,"3,0",9,"14,0"
1264,0,1985,38,Married,29,Healthcare Representative,,Yes,1,,Full Time,0,,Yes,2,0,2,,0,0,Medical,1,66730.0,5560.83,688.484126984127,,"14458,17$",19,2,3,1,2,"3,0",7,"17,0"
1265,1,1982,41,Single,6,Manager,Sales,No,1,,Full Time,False,,Yes,3,0,3,"3,0",0,0,Life Sciences,3,135910.0,11325.83,1402.2460317460318,175.28075396825398,"29447,17$",18,4,3,4,3,"3,0",3,
1266,0,1964,59,Married,3,Research Scientist,,No,1,,Part Time,Yes,travel_rarely,,1,1,6,"3,0",0,0,Life Sciences,3,21770.0,1800.2766666666666,224.61111111111111,,"4716,83$",17,3,2,4,1,"3,0",3,"7,0"
1267,1,1973,50,Divorced,1,Manager,,No,7,,Full Time,False,travel_rarely,No,5,1,3,"3,0",0,6,Medical,4,195170.0,16264.17,2013.6587301587304,,"42286,83$",11,4,3,4,3,"2,0",3,
1268,0,1982,41,Divorced,19,Research Scientist,Research & Development,No,1,,Part Time,1,travel_rarely,,2,2,2,"3,0",0,0,Life Sciences,2,53914.11,4492.84,556.2566609977324,,"11681,39$",16,3,3,1,1,"2,0",2,"17,0"
1269,0,1978,45,,1,Manager,,No,24,,Full Time,0,,,5,1,2,"3,0",1,7,,3,192020.0,16001.67,1981.15873015873,,"41604,33$",11,3,4,4,3,"3,0",0,"25,0"
1270,0,1986,37,,10,Manufacturing Director,,Yes,1,,Full Time,1,,No,3,2,5,,0,0,Medical,3,100480.0,8373.33,1036.6984126984128,,"21770,67$",11,1,3,3,2,"3,0",6,"17,0"
1271,0,1972,51,Married,-38,Research Scientist,,No,1,,Part Time,True,,No,1,0,0,"3,0",0,0,,3,27230.0,2269.17,280.94444444444446,,"5899,83$",11,3,3,4,2,"2,0",1,"1,0"
1272,0,1995,28,Single,2,Laboratory Technician,,Yes,0,,Part Time,False,travel_rarely,,1,0,5,"3,0",0,0,Life Sciences,4,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",11,1,3,3,3,"1,0",2,"5,0"
1273,0,1994,29,Married,2,Sales Executive,,No,0,,Full Time,True,travel_rarely,No,2,2,2,"3,0",0,0,Medical,3,66440.0,5553.889999999999,685.4920634920636,85.68650793650795,"14395,33$",19,1,2,2,2,,2,"10,0"
1274,0,1992,31,,23,Healthcare Representative,Research & Development,No,9,,Part Time,True,travel_rarely,No,2,1,2,,7,8,Medical,3,53914.11,4492.84,556.2566609977324,,"11681,39$",21,2,2,4,2,"3,0",0,"10,0"
1275,1,1985,38,,7,Sales Executive,,No,8,,Full Time,0,travel_rarely,Yes,2,1,3,"4,0",7,7,Medical,2,56050.0,4670.83,578.2936507936508,72.28670634920636,"12144,17$",24,1,4,1,3,"3,0",1,"8,0"
1276,0,1979,44,,-12,Laboratory Technician,,Yes,1,,Full Time,Yes,travel_frequently,Yes,1,1,0,"4,0",0,0,Life Sciences,3,31610.0,2634.17,326.13492063492066,,"6848,83$",22,12,3,3,4,"1,0",3,"19,0"
1277,0,1987,36,Single,3,Research Scientist,,No,8,,Part Time,Yes,,,2,0,2,"3,0",7,7,Technical Degree,3,53914.11,4492.84,556.2566609977324,,"11681,39$",12,3,3,2,4,"3,0",4,"10,0"
1278,0,2005,18,Single,3,Laboratory Technician,Research & Development,Yes,0,,,1,,No,1,0,2,"3,0",0,0,,3,14100.0,1183.33,146.5079365079365,,"3076,67$",13,3,3,3,3,"3,0",1,"0,0"
1279,0,1987,36,Married,18,Laboratory Technician,,No,1,,Part Time,True,,No,1,2,2,"3,0",0,0,Life Sciences,4,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",18,3,4,4,4,"3,0",4,"4,0"
1280,1,2005,18,,10,Sales Representative,,No,0,,Part Time,0,,No,1,0,2,"3,0",0,0,,3,12000.0,1000.0,123.8095238095238,,"2600,00$",12,4,2,3,1,"3,0",1,"0,0"
1281,1,1984,39,Married,3,Sales Executive,,Yes,1,,,True,travel_rarely,Yes,2,0,3,"3,0",0,0,,2,52380.0,4365.0,540.4285714285714,,"11349,00$",18,4,3,3,1,"2,0",4,"12,0"
1282,1,1980,43,Married,-15,Healthcare Representative,Research & Development,No,1,,Part Time,True,travel_rarely,No,3,1,1,"3,0",0,0,,3,99850.0,8339.32,1030.1984126984128,,"21634,17$",16,15,3,1,1,"2,0",8,
1283,0,1976,47,,4,Sales Representative,,No,0,,Part Time,False,travel_frequently,No,2,0,3,"3,0",0,0,Medical,1,53914.11,4492.84,556.2566609977324,,"11681,39$",19,2,3,3,1,"3,0",3,"5,0"
1284,1,1981,42,Single,23,Research Director,,No,1,,Full Time,0,travel_rarely,No,4,0,2,"3,0",0,0,,5,159920.0,12971.223333333333,1649.968253968254,,"34649,33$",14,1,3,4,2,"3,0",2,"16,0"
1285,1,1991,32,Married,2,Laboratory Technician,,No,8,,Part Time,True,,No,1,1,4,,0,7,,3,23700.0,1975.0,244.52380952380955,30.5654761904762,"5135,00$",13,3,3,2,3,"3,0",1,"8,0"
1286,1,1975,48,Married,29,Manager,,No,0,,Part Time,Yes,travel_rarely,,3,1,3,"4,0",0,0,Medical,1,100071.84,8339.32,1032.4872861766066,,"21682,23$",21,1,3,3,2,"1,0",3,"15,0"
1287,0,1981,42,,2,Healthcare Representative,Research & Development,No,1,,Full Time,0,travel_rarely,,2,0,6,"4,0",0,0,,4,67810.0,5650.83,699.6269841269841,,"14692,17$",23,1,2,4,2,"3,0",3,
1288,1,1987,36,,1,Sales Executive,,No,1,,,1,non-travel,,2,0,6,,0,0,Medical,5,66486.66666666667,5544.17,686.4206349206349,,"14414,83$",15,4,3,4,2,"3,0",4,
1289,1,1990,33,Single,5,Sales Representative,,Yes,1,,Full Time,False,travel_rarely,,1,0,2,,0,0,Marketing,3,28510.0,2382.2233333333334,294.1507936507937,,"6177,17$",13,4,3,3,2,"3,0",1,"1,0"
1290,1,1977,46,Married,7,Manufacturing Director,Research & Development,No,1,,Part Time,True,,,2,0,2,"3,0",0,0,Medical,4,52580.0,4383.61,542.4920634920635,67.81150793650794,"11392,33$",14,3,3,3,3,"4,0",2,"7,0"
1291,1,2002,21,Single,12,Sales Representative,Sales,Yes,1,,,0,travel_rarely,,1,0,0,"3,0",0,0,Life Sciences,3,28111.13,2342.59,290.03550973654063,,"6090,75$",15,3,4,2,4,"3,0",1,"1,0"
1292,0,1993,30,,2,Sales Representative,,No,1,,,Yes,,,1,1,3,"3,0",0,0,Technical Degree,1,24753.333333333332,2063.33,255.46031746031747,,"5364,67$",18,3,3,2,1,"3,0",1,
1293,0,1993,30,Single,4,Research Scientist,,Yes,1,,Part Time,False,travel_frequently,Yes,1,0,4,"4,0",0,0,,3,22850.0,1904.17,235.75396825396828,,"4950,83$",23,3,3,4,3,"3,0",9,"3,0"
1294,0,1986,32,Single,10,Manufacturing Director,,No,1,,Part Time,True,travel_rarely,,2,0,2,"3,0",0,1,,4,41970.0,3497.5,433.0238095238095,54.12797619047619,"9093,50$",12,3,3,2,4,"2,0",2,"18,0"
1295,1,1983,40,Married,2,Laboratory Technician,,No,1,,,1,travel_rarely,No,2,1,3,"4,0",0,0,,3,34466.666666666664,2873.33,355.7460317460318,,"7470,67$",22,2,2,3,2,"3,0",6,
1296,0,1995,28,,17,Laboratory Technician,,No,10,,Part Time,False,travel_rarely,,2,1,2,"3,0",1,8,,2,45580.0,3798.33,470.26984126984127,58.78373015873016,"9875,67$",12,3,3,1,4,,1,"10,0"
1297,0,1985,38,Married,2,Laboratory Technician,,No,1,,Part Time,False,travel_frequently,Yes,1,1,3,"4,0",0,0,,2,17020.0,1418.33,175.60317460317464,,"3687,67$",23,4,3,4,3,"3,0",1,
1298,0,2004,19,Single,2,Human Resources,['Human Resources'],Yes,1,,Part Time,True,,No,1,0,3,"3,0",0,0,Technical Degree,2,25640.0,2136.67,264.53968253968253,33.06746031746032,"5555,33$",12,1,2,4,3,"4,0",1,"1,0"
1299,0,1966,57,Divorced,29,Manager,,No,1,,Full Time,Yes,travel_rarely,No,4,1,3,"3,0",0,0,,3,153407.07,12783.92,1582.7713464696226,,"33238,20$",12,1,2,4,3,"2,0",3,
1300,1,1976,47,,2,Manufacturing Director,,No,5,,Part Time,True,travel_rarely,,2,3,2,,0,4,Medical,2,50700.0,4189.723333333333,523.0952380952382,,"10985,00$",13,1,3,4,3,"3,0",5,"20,0"
1301,1,1969,54,Single,8,Laboratory Technician,,No,1,,Part Time,False,travel_rarely,,2,0,3,"3,0",0,0,Life Sciences,4,37800.0,3150.0,390.0,,"8190,00$",11,3,3,3,3,"3,0",7,
1302,0,1992,31,,-42,Healthcare Representative,,Yes,1,,Part Time,1,travel_frequently,No,3,0,2,"3,0",0,0,,3,98240.0,8325.38,1013.5873015873016,126.6984126984127,"21285,33$",12,42,3,3,1,"3,0",3,"12,0"
1303,0,2005,18,,5,Sales Representative,,Yes,0,,Part Time,0,travel_frequently,Yes,1,0,3,"3,0",0,0,Marketing,3,18780.0,1682.2233333333334,193.7619047619048,,"4069,00$",14,2,3,2,4,"3,0",1,
1304,0,1983,40,,28,Sales Executive,,No,1,,Part Time,True,,No,3,1,2,"3,0",0,1,Other,3,100071.84,8339.32,1032.4872861766066,,"21682,23$",15,3,1,1,3,"3,0",3,"20,0"
1305,0,1997,26,,29,Sales Executive,,No,0,,Part Time,True,,,2,2,5,"3,0",0,0,,2,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",12,1,3,3,1,"3,0",5,"8,0"
1306,0,1997,26,Single,-24,Laboratory Technician,Research & Development,Yes,1,,,Yes,travel_rarely,Yes,1,0,3,"3,0",0,0,,3,23330.0,1950.0,241.42857142857144,,"5070,00$",18,3,1,4,2,"1,0",1,"1,0"
1307,1,1985,38,,10,Healthcare Representative,,No,1,,,True,,No,2,1,4,"3,0",0,0,,3,53914.11000000001,4492.84,556.2566609977324,,"11681,39$",19,3,3,3,3,,3,"18,0"
1308,0,1999,24,Married,17,Laboratory Technician,,No,1,,Part Time,Yes,,No,1,1,2,"4,0",0,0,Other,2,21270.0,1772.5,219.4523809523809,,"4608,50$",21,4,2,2,4,"3,0",1,"1,0"
1309,0,1993,30,Married,12,Sales Representative,,Yes,1,,Part Time,True,travel_frequently,No,1,1,2,"3,0",0,0,,4,20330.0,1694.17,209.75396825396828,,"4404,83$",18,2,2,1,3,"4,0",1,"1,0"
1310,0,1986,37,Married,2,Sales Executive,,No,3,,Full Time,0,travel_rarely,,2,1,3,"3,0",1,0,Marketing,3,96020.0,8001.67,990.6825396825396,,"20804,33$",11,4,3,3,3,"2,0",4,
1311,1,2003,20,,1,Research Scientist,Research & Development,No,1,,Part Time,Yes,travel_rarely,No,1,0,0,,0,0,Life Sciences,3,28111.13,2342.59,290.03550973654063,,"6090,75$",13,4,2,2,4,"4,0",1,"1,0"
1312,0,1980,43,Divorced,-14,Research Director,,No,1,,Full Time,0,,,4,1,3,"3,0",0,0,Other,4,166270.0,13855.83,1715.4841269841272,,"36025,17$",14,2,2,4,3,,4,"21,0"
1313,1,1985,38,,-27,Research Scientist,,No,0,,Part Time,1,,No,1,0,3,"3,0",0,0,Life Sciences,1,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",17,3,3,1,4,"2,0",3,"8,0"
1314,0,1990,33,Divorced,8,Sales Executive,Sales,No,5,,Part Time,0,,,2,0,3,"3,0",1,2,Marketing,4,53914.11,4492.84,556.2566609977324,69.53208262471655,"11681,39$",12,3,3,3,4,"3,0",0,"6,0"
1315,1,1993,30,,3,Research Scientist,,No,1,,Part Time,False,,No,1,1,2,"4,0",0,0,,3,20830.0,1735.83,214.91269841269843,26.864087301587304,"4513,17$",20,3,3,3,3,,1,"1,0"
1316,1,1994,29,,-44,Sales Executive,Sales,No,6,,Part Time,0,,No,2,1,5,"3,0",1,2,Medical,2,53914.11,4492.84,556.2566609977324,,"11681,39$",14,2,3,3,1,"2,0",1,
1317,0,2003,20,Single,10,Research Scientist,,Yes,1,,Part Time,1,,,1,0,5,"3,0",1,1,Medical,1,10090.0,84083.0,104.1031746031746,13.012896825396826,"2186,17$",11,4,3,3,4,"3,0",1,
1318,0,1988,35,Married,-20,Laboratory Technician,,No,1,,,0,non-travel,No,1,2,3,"3,0",0,0,,3,28111.13,2342.59,290.03550973654063,,"6090,75$",18,20,2,3,3,"3,0",1,"1,0"
1319,0,1986,37,Single,10,Research Scientist,,No,1,,Part Time,Yes,,No,1,0,2,"3,0",0,0,Life Sciences,2,28111.13,2342.59,290.03550973654063,,"6090,75$",17,4,4,4,1,,3,
1320,1,1985,38,Single,1,Manufacturing Director,,No,1,,Part Time,1,,Yes,3,0,4,,0,0,,3,78610.0,6550.83,811.0555555555557,101.38194444444446,"17032,17$",14,3,3,3,4,,4,"10,0"
1321,0,1994,29,Single,10,Sales Representative,,No,1,,Part Time,0,,No,1,0,6,"3,0",0,0,,3,26420.0,2201.67,272.5873015873016,,"5724,33$",11,3,3,3,3,,1,"1,0"
1322,1,1988,35,Divorced,2,Healthcare Representative,,No,1,,Part Time,True,,No,2,1,2,"3,0",0,0,,4,53914.11,4492.84,556.2566609977324,,"11681,39$",11,4,3,1,1,"4,0",2,"16,0"
1323,0,1985,38,Married,2,Research Scientist,,No,1,,,Yes,travel_rarely,Yes,1,1,0,"3,0",0,1,Medical,5,28111.13,2342.59,290.03550973654063,,"6090,75$",13,4,3,3,2,"1,0",6,
1324,1,1989,34,,8,Manufacturing Director,,No,0,,Part Time,1,travel_rarely,No,2,1,3,"3,0",0,0,Life Sciences,5,51210.0,4267.5,528.3571428571429,,"11095,50$",14,2,3,1,3,,3,
1325,0,2000,23,,6,Laboratory Technician,,Yes,0,,,False,,Yes,1,2,2,"4,0",0,0,Life Sciences,3,28111.13,2342.59,290.03550973654063,,"6090,75$",21,3,4,1,3,"3,0",1,"1,0"
1326,0,1999,24,Divorced,9,Laboratory Technician,,No,1,,Part Time,False,,No,1,3,4,"3,0",0,0,Life Sciences,3,26940.0,2245.0,277.95238095238096,,"5837,00$",11,3,2,2,3,"3,0",1,
1327,1,1994,29,Married,1,Laboratory Technician,,Yes,1,,Part Time,1,travel_rarely,,1,1,1,"3,0",0,0,Life Sciences,2,28111.13,2342.59,290.03550973654063,,"6090,75$",11,2,2,1,4,"3,0",1,"1,0"
1328,0,1983,40,,16,Laboratory Technician,,No,1,,Part Time,1,travel_frequently,No,2,0,6,"3,0",0,0,Medical,4,50940.0,4245.0,525.5714285714286,,"11037,00$",14,1,2,3,4,"3,0",6,"10,0"
1329,1,1993,30,Single,2,Manufacturing Director,Research & Development,No,0,,Part Time,1,travel_rarely,,2,0,4,"4,0",0,0,,3,53914.11,4492.84,556.2566609977324,,"11681,39$",24,3,2,4,2,"2,0",5,"12,0"
1330,1,1978,45,,2,Research Scientist,,No,1,,Part Time,True,,No,1,0,3,"3,0",0,0,,3,22740.0,1888.6133333333335,234.6190476190476,29.32738095238096,"4927,00$",14,2,2,3,4,"3,0",1,"1,0"
1331,0,1996,27,Married,3,Research Scientist,,No,0,,Part Time,True,,,1,3,6,"3,0",0,0,Medical,3,28111.13,2342.59,290.03550973654063,36.25443871706758,"6090,75$",11,4,3,4,3,"2,0",1,"0,0"
1332,0,1986,37,,16,Sales Executive,,No,1,,Part Time,True,,,2,2,2,,0,0,Marketing,4,53914.11,4492.84,556.2566609977324,,"11681,39$",19,4,2,3,4,"3,0",4,"9,0"
1333,0,1991,32,Divorced,1,Laboratory Technician,,No,3,,Part Time,1,,No,1,1,2,,0,2,Life Sciences,3,23140.0,1928.33,238.7460317460317,,"5013,67$",12,4,3,4,2,"3,0",0,"4,0"
1334,0,1970,53,Married,8,Sales Executive,,No,2,,Full Time,Yes,travel_rarely,,4,1,3,"3,0",2,2,Marketing,3,153407.07,12783.92,1582.7713464696226,,"33238,20$",14,1,3,4,3,"3,0",5,"28,0"
1335,0,1986,37,Single,-19,Sales Executive,,No,10,,Part Time,False,,Yes,3,0,2,"3,0",0,9,,2,100071.84,8339.32,1032.4872861766066,,"21682,23$",13,19,3,2,4,"3,0",1,
1336,0,1991,32,,25,Laboratory Technician,,Yes,1,,Part Time,1,travel_rarely,,1,0,2,"4,0",0,1,,4,28111.13,2342.59,290.03550973654063,,"6090,75$",24,1,3,4,3,"1,0",1,"1,0"
1337,0,1965,58,Divorced,2,Laboratory Technician,,Yes,1,,Part Time,True,travel_frequently,,1,1,3,"3,0",0,0,,1,23800.0,1977.7766666666666,245.5555555555556,,"5156,67$",14,4,2,4,4,"2,0",9,"3,0"
